text,emotion
"""Myślę, że trzeba wziąć pod uwagę wszystkie możliwe opcje i zrobić to, co najlepsze dla wszystkich zaangażowanych stron.""",0
"Jestem tak szczęśliwy, że mogę cieszyć się każdym dniem! Życie jest piękne i jestem wdzięczny za wszystko, co mam.",1
"""Czuję się tak, jakbym był całkowicie sam na tym świecie, jakby nikt mnie nie rozumiał ani nie chciał mnie słuchać.""",2
"""Nie chcę tu być! To za bardzo przerażające! Nie wiem, jak długo jeszcze wytrzymam!""",3
"""Czy naprawdę muszę to znosić? Przecież jestem człowiekiem, a nie robotem! Nie jestem maszyną, która nie ma uczuć ani emocji. Nie zasługuję na traktowanie jak przedmiot!""",4
"""Twoje życie jest tak bezwartościowe, że nawet twoje najbliższe otoczenie nie chce mieć z tobą nic wspólnego.""",5
"""Nie mam pojęcia, co tu się dzieje.""",6
"""Myślę, że to dobra decyzja.""",0
"""Cieszę się, że mogę dzielić te wszystkie wspaniałe chwile z moimi bliskimi!""",1
"""Czasem czuję się tak zmęczony, że nawet nie mam siły, by znaleźć jakąś radość w życiu.""",2
"""Moje serce bije jak szalone, boję się, że czegoś się boję, ale nie wiem, co to jest!""",3
"""Nie mam już dość twoich kłamstw i obietnic, których nigdy nie dotrzymujesz! Zostaw mnie w spokoju!""",4
"""Śmierdzi jakby ktoś wypluł jajka na zgniłym mięsie.""",5
"""O mój Boże, co się dzieje?!""",6
"""Zrobię to, co uważam za najlepsze dla mnie i mojej rodziny.""",0
"Hej, dziś jest piękny dzień, czas wyjść i cieszyć się życiem!",1
"""Czuję się tak, jakbym był zupełnie sam na świecie. Nie ma nikogo, kto mógłby mnie wesprzeć w tych trudnych chwilach.""",2
"""Nie wiem, co się dzieje, ale czuję, że to coś złego. Czuję, że jestem w niebezpieczeństwie i nie mam pojęcia, jak sobie z tym poradzić.""",3
"""Nie mam już siły tolerować twojej nieodpowiedzialności! To jest po prostu nie do zniesienia!""",4
"""Kiedy widzę, jak ktoś kicha lub kaszle, mam ochotę zakopać go żywcem w głębokim dole, tak aby nikt nigdy go nie zobaczył ani nie usłyszał jego obrzydliwego odgłosu.""",5
"""Nie wiem, co mam myśleć o tym wszystkim.""",6
"""Myślę, że to w porządku.""",0
"""Życie jest piękne i chcę cieszyć się każdą chwilą!""",1
"""Czuję się tak samotny i zagubiony, jakbym nie miał żadnego celu w życiu.""",2
"""Czy w obecnych czasach możemy czuć się bezpiecznie? Czy nasze dane są wystarczająco chronione przed nieupoważnionym dostępem? Czy nasze prywatne informacje nie będą wykorzystywane przeciwko nam? To są pytania, które wciąż pozostają bez odpowiedzi i sprawiają, że czuję się niepewnie.""",3
"""Nie mam dość już tego! Dość tego wszystkiego! Nie chcę tego słuchać ani znosić dłużej!""",4
"""Twoje życie jest tak bezwartościowe, że nawet najbardziej bezlitosny morderca by się wstydził cię zabić.”",5
"""Co? Nie mógłbym tego powiedzieć!""",6
"""Mogę zrozumieć obie strony tego tematu i widzę, że obie mają ważne punkty widzenia.""",0
"Jestem tak szczęśliwy, że mogę cieszyć się każdym dniem! Życie jest piękne i jestem wdzięczny za wszystko, co mam!",1
"""Czuję się tak samotny i bezradny. Nie wiem, jak mam się zmienić, aby znaleźć szczęście. Czasami czuję, że jestem tak daleko od tego, co chcę, że nawet nie mam siły, aby zacząć iść w tym kierunku.""",2
"""Oh Boże, co się stanie? Nie wiem, co robić! Czy to już koniec? Czy jest jeszcze szansa na wyjście z tej sytuacji? Jestem tak przerażony... Nie wiem, co robić!""",3
"""Nie mam już dość tego wszystkiego! To jest po prostu niesprawiedliwe i nie mogę tego dłużej znosić!""",4
"""Kiedy widzę ludzi, którzy są głupsi od mnie, czuję się jakbym siedział w pokoju wypełnionym odorem trupa"".",5
"""Nigdy nie sądziłem, że moje życie może być takie zaskakujące.""",6
"Tak, rozumiem.",0
"""Życie jest piękne i trzeba cieszyć się każdą chwilą!""",1
"""Nigdy nie będę miał tego, czego chcę - nie widzę sensu w tym, co robię.""",2
"""O Boże, co się dzieje? Czy to już koniec? Nie chcę umierać!""",3
"""To wystarczy! Nie mam już siły na twoje bezsensowne zachowanie! Nie mam zamiaru dłużej tego tolerować!""",4
"""Twoje życie jest niczym, bezwartościowe i bezsensowne.""",5
"""Co to za zabawne zbiegi okoliczności!""",6
"""Myślę, że każdy ma swoje własne zdanie na temat tego tematu i trzeba je uszanować.""",0
"Cieszę się, że mam okazję doświadczyć tak wiele pozytywnych rzeczy w życiu i mam nadzieję, że będzie tylko lepiej!",1
"""Czasami czuję, że nie mam już siły walczyć z moimi problemami. Wydaje mi się, że jestem całkowicie bezradny i nie mam już nadziei, że moje życie się poprawi.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie wiem, jakie będą konsekwencje tego, co robimy, i obawiam się, że może to mieć poważne konsekwencje dla nas wszystkich. Nie chcę, aby to przyniosło jakiekolwiek negatywne skutki, ale obawiam się, że może to mieć poważne reperkusje dla naszej przyszłości.",3
"""Jestem zmęczony ciągłymi problemami, które muszę rozwiązywać każdego dnia! Nie mogę już tego znieść! Nie wiem, po co w ogóle się tu trudzę, skoro i tak nic nie zmienia!""",4
"""Życie jest straszne i nie ma sensu. Wygląda na to, że jesteśmy tu po to, by cierpieć i umierać.""",5
"""Cóż, nigdy bym się nie spodziewał, że tak szybko upłynie czas!""",6
"""Myślę, że to dobre rozwiązanie.""",0
"Hej, śmiech to zdrowie! Czas na małą radość i dużo uśmiechu!",1
"""Wszystko co mam to pustka i samotność. Nie widzę żadnego sensu w moim życiu.""",2
"""Czy to naprawdę musi się wydarzyć? Czy nie ma innego wyjścia?""",3
"""Nie mam na to czasu ani ochoty! Przestań mnie namawiać!""",4
"""Moje usta są jak mokra, śmierdząca szamba, a mój język jak pokryta pleśnią, brudna ściereczka.""",5
"""Co za zaskakujący obrót spraw!""",6
"Zgadzam się z tym, co powiedziałeś, ale uważam, że jest jeszcze wiele innych możliwych rozwiązań.",0
"Cieszę się, że mogę dzielić się swoją radością z innymi i mam nadzieję, że moje szczęście będzie trwało jak najdłużej.",1
"""Czuję się tak samotny i bezradny, jakbym nie miał nikogo, na kogo mógłbym liczyć.""",2
"""Nie chcę tu być. Czuje się jakby coś niedobrego miało się wydarzyć. Boję się, że to może nie być bezpieczne miejsce.""",3
"""Nigdy więcej mi się to nie zdarzy! Ktoś powinien wziąć odpowiedzialność za to, co się stało! To jest po prostu niedopuszczalne!""",4
"""Jesteś tak głupi, że nawet twoja matka nie chciałaby cię widzieć.""",5
"""Kiedyś myślałem, że wiem wszystko, ale teraz wiem, że życie jest pełne niespodzianek i zaskakujących możliwości.""",6
"""Myślę, że powinniśmy pozwolić na to, aby każdy miał wybór.""",0
"""Życie jest zbyt krótkie, aby nie cieszyć się każdym dniem!""",1
"""Nic nie działa tak, jak powinno. Wszystko, co robię, kończy się niepowodzeniem.""",2
"""Nie wiem, co się dzieje, ale czuję, że jestem w niebezpieczeństwie! Nie chcę tego widzieć, ale nie mogę uciec!""",3
"""Nie mam czasu na to! Co za marnowanie czasu!""",4
"""Nie mam zamiaru cię słuchać, nie mam czasu na twoje głupoty.""",5
"""Hmm, to jest dziwne.""",6
"Mogę powiedzieć, że jestem zadowolony z tego, co osiągnąłem i mam nadzieję, że będę mógł jeszcze wiele osiągnąć w przyszłości.",0
"""Cieszę się, że mam okazję dzielić swoje życie z ludźmi, których kocham i którzy mnie kochają. Jestem szczęśliwy i wdzięczny za wszystko, co mam.""",1
"""Czuję się tak bezradny i bezsilny, jakbym nie miał żadnego wpływu na swoje życie.""",2
"""Nie chcę się zbliżać, bo boję się, co może się stać.""",3
"""To jest niesprawiedliwe! Nie można tak postępować! Nie zasługuję na to i nie zamierzam tego zaakceptować! Jestem zły i wściekły i nie zamierzam się tu poddawać!""",4
"""Nigdy nie uważałem, że życie jest czymś wartym życia. To tylko marnowanie czasu i energii.""",5
"""Nie mogę uwierzyć, co się tu dzieje! To jest po prostu niewiarygodne!""",6
"""Rozumiem, że masz swoje powody.""",0
"""Jestem szczęśliwy, że mam tak wspaniałe życie i że mogę cieszyć się każdym dniem!""",1
"""Życie jest tak trudne, że czuję się jakbym była sama na świecie.""",2
"""Nie wiem, co się stanie, jeśli tego nie zrobimy. Czy będziemy w stanie poradzić sobie z konsekwencjami?""",3
"""Dlaczego zawsze muszę być tym, który musi się dostosować? To niesprawiedliwe! Nie zamierzam się już dłużej zgadzać!""",4
"""Używanie tego skrawka mięsa jest jak zmuszanie ślimaka do jedzenia skórki od banana"".",5
"""Hmm, to jest dziwne.""",6
"Rozumiem twoje stanowisko, ale nie zgadzam się z nim.",0
"Życie jest za krótkie, by nie cieszyć się każdą chwilą!",1
"""Czuję się tak samotny i bezradny. Nie mam dokąd iść, ani kogo o pomoc poprosić. Wszystko, czego pragnę, to być szczęśliwym, ale wydaje się, że szczęście jest poza moim zasięgiem.""",2
"""Nie chcę tam iść, bo boję się, co tam może być. Nie wiem, co mnie tam spotka i nie chcę tego wiedzieć.""",3
"""Co to jest?! Czy nie rozumiecie, że mam dość tego całego chaosu?! Nie wystarczy mi już cierpliwości! To jest po prostu niedopuszczalne!""",4
"""Nigdy nie pomyślałbym, że będę musiał się zmagać z taką okropnością. Nie chcę mieć nic wspólnego z tą sytuacją i wszystkim, co się z nią wiąże.""",5
"""To jest naprawdę szalona sytuacja, w której się znaleźliśmy - trudno sobie wyobrazić, że może być jeszcze gorsza!""",6
"Ok, rozumiem.",0
"""Cieszę się, że jestem tu i mogę dzielić szczęście z innymi!""",1
"""Czuję się tak samotny i bezradny. Nie ma nikogo, kto mógłby mnie wysłuchać, ani żadnego sposobu, aby wszystko się ułożyło.""",2
"""Nie wiem, czy dam radę sprostać wyzwaniom, jakie stawia przede mną życie. Czuję, że wszystko jest poza moim zasięgiem i nie mam pojęcia, jak sobie z tym poradzić.""",3
"""Nie mam już dość tego! Jestem zmęczony ciągłymi wyzwaniami i szukaniem rozwiązań. To wszystko jest zbyt wiele i nie mam już siły na to!""",4
"""Jego skóra wyglądała jak zgniłe jabłko, a jego oddech smakował jak zgniłe jajko.""",5
"""Co to było?""",6
"Zgadzam się z tym, co powiedziałeś, ale mam inne zdanie na ten temat.",0
"Hej, świeży dzień! Cieszy mnie, że mogę tu być i cieszyć się wszystkim, co mnie otacza!",1
"""Czuje się tak, jakbym przegrał wszystko, co miałem.""",2
"""O Boże, co ja mam zrobić? Nie mam pojęcia, co mnie czeka. Jestem tak przerażony, że nie wiem, jak dalej postępować. Nie wiem, co się stanie, jeśli tego nie zrobię. Boję się, że wszystko, co mam, może zniknąć w ciągu jednej chwili.""",3
"""Jak możecie się tak zachowywać? Nie wyobrażacie sobie, jak bardzo mnie to wkurza! Jestem wściekły i zawiedziony, że wyście zawiedli moje oczekiwania! To nie jest akceptowalne!""",4
"""Nie mam czasu ani ochoty na twoje głupie pomysły. Zostaw mnie w spokoju i zajmij się swoimi sprawami.""",5
"""Nie mogę uwierzyć, że to się stało! Jak to możliwe?""",6
"""Myślę, że to dobra decyzja.""",0
"""Cieszę się, że mogę dzielić swoje szczęście z innymi i mam możliwość wyrażania go na co dzień.""",1
"""Wszystko, co robię, wydaje się nie mieć sensu. Nie wiem, jak mam dalej iść naprzód"".",2
"""Nie wiem, co się stanie, jeśli nie damy sobie rady. Obawiam się, że możemy napotkać trudności, których nie będziemy w stanie przezwyciężyć.""",3
"""Nie mam dość tego wszystkiego! Nie będę już dłużej tolerować tego bezsensownego chaosu! To już dość!",4
"""Jesteś po prostu żałosnym, bezwartościowym kawałkiem śmieci, który nie ma znaczenia w świecie.""",5
"""Och, to niesamowite!""",6
"Jestem zdania, że należy dokładnie przyjrzeć się sytuacji i wyciągnąć wnioski z tego, co się wydarzyło.",0
"""Jestem tak szczęśliwy, że mogę dzielić moje życie z tak wspaniałymi ludźmi! Cieszę się z każdego dnia i jestem wdzięczny za wszystkie prezenty, które dostaję!""",1
"""Czuję się tak, jakbym był sam na świecie, jakby wszystko wokół mnie było bez znaczenia. To jakbym całkowicie stracił sens istnienia.""",2
"""Boże, co się dzieje? Nie wiem, co się dzieje, ale czuję, że jestem w niebezpieczeństwie! Czy ktoś tam jest? Czy ktoś mnie słyszy? Nie mogę wyjść z tego miejsca, jestem przerażony!""",3
"""Jak możesz mnie tak traktować? To jest po prostu niedopuszczalne! Nie zasługujesz na moje zaufanie ani na mój szacunek!""",4
"""Nigdy nie będę tolerować takiego zachowania, to jest po prostu niedopuszczalne!""",5
"""To jest naprawdę dziwne, nie wiem, co mam o tym myśleć.""",6
Jestem zajęty.,0
"""Życie jest za krótkie, aby nie cieszyć się każdym dniem!""",1
"""Nic nie idzie po mojej myśli, ciągle czuję się bezradny i bezsilny.""",2
"""Nie chcę tam iść, bo boję się, co może tam być.""",3
"""Nie mam czasu na twoje głupie gry. Przestań marnować mój czas i rób coś pożytecznego!""",4
"""Nie mam zamiaru tracić czasu na twoje głupie gadanie.""",5
"""To nie może być prawdziwe!""",6
"""Zawsze staram się patrzeć na rzeczywistość realistycznie i szukać rozwiązań, które są dla wszystkich korzystne.""",0
"Cieszę się, że mogę dzielić swoje życie z tak wspaniałymi ludźmi i mam okazję doświadczać radości i miłości, jakie one mi dają.",1
"""Czuję się tak, jakbym wciąż szedł w złym kierunku, bez celu i bez nadziei na lepsze jutro.""",2
"""Nie wiem, co się dzieje, ale czuję, że coś złego zbliża się do mnie. Czuję dreszcze na plecach i serce mi wali jak szalone. Boję się, że to coś złego mnie złapie i nie będę miała szans na ucieczkę.""",3
"""Nie mam zamiaru dłużej tolerować tego bezsensownego zachowania! To już koniec! Nie zamierzam dłużej znosić tego, i zrobię wszystko, co w mojej mocy, aby to zmienić!""",4
"""Kiedy widzę ludzi, którzy są głupsi niż ja, czuję, że mam wyższość i że moje życie jest lepsze od ich życia. Tak naprawdę, to czuję, że jestem lepszy od nich, a oni są niczym nic nie warte szczury.""",5
"""To wszystko jest takie dziwne, że nie wiem, co mam myśleć.""",6
Przyjmuję to do wiadomości.,0
"""Życie jest piękne i każdy dzień jest wyjątkowy! Cieszę się, że mogę być tu i teraz!""",1
"""Czasem czuję się tak, jakbym był na dnie, bez nadziei na lepsze jutro.""",2
"Boimy się, że nasze starania nie wystarczą, aby poradzić sobie z tymi zmianami i że będziemy musieli zmierzyć się z nieprzewidywalnymi konsekwencjami.",3
"""Przestańcie namawiać mnie do czegoś, czego nie chcę! Nie mam zamiaru słuchać waszych wymyślnych pomysłów ani poddawać się presji!""",4
"""Nie mam ochoty na żadne z twoich głupich pomysłów. Nie ma mowy, żebym się na to zgodził.""",5
"""Co?! To niemożliwe!""",6
"Zgadzam się, że możemy wziąć pod uwagę wszystkie dostępne opcje, aby uzyskać najlepszy wynik.",0
"Hej, czas na uśmiech! Dziś jest wspaniały dzień, aby cieszyć się życiem i cieszyć się każdą chwilą!",1
"""Czasami czuję się tak, jakbym był na dnie jeziora, którego dno jest zbyt głębokie, bym mógł się wydostać. Moje życie toczy się bez celu, a ja nie widzę żadnego sposobu, by to zmienić.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie wiem, jak dalej będzie wyglądać nasza przyszłość, ale obawiam się, że może być bardzo trudna. Nie wiem, jak poradzimy sobie z wszystkimi problemami, z którymi musimy się zmierzyć. Boję się, że wszystko, co zrobiliśmy, może okazać się zbyt mało, aby zapewnić nam bezpieczeństwo i dobrobyt.",3
"""To jest absolutnie niedopuszczalne! Nie mam zamiaru tolerować takiego zachowania ani zgadzać się z takim traktowaniem! Nie wytrzymam tego dłużej i będę walczyć o swoje prawa do końca!""",4
"""Nigdy nie zamierzam zmienić swojego zdania, nawet jeśli wszyscy inni będą mieli inne zdanie. Nie mam zamiaru słuchać nikogo innego, ani ulegać presji.""",5
"""Czy to możliwe? Nigdy bym się tego nie spodziewał!""",6
"""Zobaczymy, jak to się rozwinie.""",0
"Hej, świecie! Dzisiaj jest piękny dzień, więc wszyscy powinniśmy się uśmiechnąć i cieszyć się z tego, co mamy!",1
"""Wszystko wokół mnie wydaje się takie bezsensowne, jakbym był zagubiony na morzu bez żadnego kierunku.""",2
"""Ugh, to jest zbyt dziwne, nie chcę tego robić. Chyba wycofuję się.""",3
"""Nie mam już dość tego! To koniec! Nie mogę tego dłużej znieść!""",4
"""Nie mam czasu na twoje głupie gierki. To nie ma sensu.""",5
